Promedio_Notas,Asistencia_Pct,Tareas_Entregadas_Pct,Nivel_Participacion,Faltas_Disciplinarias,Nivel_Riesgo
5.5,64.2,82.9,Alta,0,Alto riesgo
9.4,97.1,100.0,Media,1,Sin riesgo
7.8,86.5,90.0,Baja,0,Medio riesgo
,82.1,74.6,Baja,0,Sin riesgo
10.0,97.8,100.0,Alta,0,Sin riesgo
8.6,76.1,73.1,Desconocido_X99,0,Sin riesgo
7.3,90.4,97.7,Baja,2,Medio riesgo
6.8,76.6,91.6,Baja,1,Medio riesgo
8.0,86.4,97.2,Alta,1,Sin riesgo
7.0,71.4,52.5,Media,1,Medio riesgo
5.0,64.0,64.5,Baja,1,Alto riesgo
7.0,79.1,82.0,Media,0,Medio riesgo
10.0,100.0,100.0,Alta,2,Sin riesgo
9.0,72.5,85.0,Desconocido_X99,0,Sin riesgo
6.9,73.6,,Media,1,Medio riesgo
10.0,90.1,89.8,Media,0,Sin riesgo
8.3,91.9,94.5,Media,0,Sin riesgo
9.5,75.8,86.2,Desconocido_X99,0,Sin riesgo
5.9,53.3,46.7,Media,0,Alto riesgo
8.3,93.2,99.1,Baja,0,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
6.9,85.1,97.3,Baja,0,Medio riesgo
10.0,83.6,87.5,Baja,1,Sin riesgo
10.0,89.9,100.0,Media,0,Sin riesgo
8.2,79.0,79.1,Media,1,Sin riesgo
6.4,65.0,72.6,Alta,0,Alto riesgo
7.7,87.7,88.7,Media,0,Medio riesgo
10.0,100.0,91.3,Media,0,Sin riesgo
9.7,84.4,75.3,Media,0,Sin riesgo
7.5,68.3,81.1,Desconocido_X99,0,Alto riesgo
,94.9,84.5,Media,0,Sin riesgo
6.3,82.2,100.0,Media,2,Medio riesgo
5.3,69.6,80.0,Alta,0,Alto riesgo
8.4,100.0,100.0,Alta,0,Sin riesgo
10.0,100.0,89.8,Alta,1,Sin riesgo
8.2,89.7,94.9,Alta,0,Sin riesgo
7.6,50.9,80.3,Media,2,Alto riesgo
5.6,69.4,68.0,Media,0,Alto riesgo
5.3,64.8,64.6,Media,0,Alto riesgo
150.0,91.7,96.1,Media,0,Sin riesgo
9.4,93.5,,Media,0,Sin riesgo
8.2,80.2,63.7,Baja,0,Sin riesgo
10.0,100.0,100.0,Media,1,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
7.1,82.0,76.6,Media,3,Medio riesgo
9.2,85.3,88.2,Baja,0,Sin riesgo
6.7,80.8,72.8,Media,0,Medio riesgo
8.0,72.1,75.3,Media,2,Sin riesgo
7.3,79.3,75.0,Media,2,Medio riesgo
9.4,98.7,97.7,Alta,1,Sin riesgo
7.7,94.4,,Alta,2,Medio riesgo
8.4,77.8,90.1,Alta,0,Sin riesgo
8.9,83.7,86.5,Media,0,Sin riesgo
10.0,84.0,87.9,Media,2,Sin riesgo
10.0,85.0,75.6,Baja,1,Sin riesgo
6.9,52.9,42.3,Media,1,Alto riesgo
,69.7,68.3,Alta,0,Alto riesgo
10.0,99.2,100.0,Desconocido_X99,1,Sin riesgo
8.7,82.6,74.2,Alta,0,Sin riesgo
,83.3,78.9,Media,1,Sin riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
9.9,93.5,87.8,Media,0,Sin riesgo
10.0,84.4,,Baja,1,Sin riesgo
7.5,87.7,71.7,Alta,0,Medio riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
10.0,100.0,100.0,Baja,0,Sin riesgo
8.2,-25.0,84.8,Alta,0,Sin riesgo
10.0,-25.0,98.1,Media,0,Sin riesgo
9.3,94.3,100.0,Alta,1,Sin riesgo
9.5,80.7,84.6,Media,0,Sin riesgo
6.2,77.2,75.0,Alta,0,Medio riesgo
5.5,61.5,52.5,Media,0,Alto riesgo
10.0,90.3,87.0,Media,1,Sin riesgo
7.4,84.0,77.9,Media,2,Medio riesgo
8.6,100.0,90.2,Media,1,Sin riesgo
8.5,-25.0,85.6,Baja,1,Sin riesgo
5.8,66.1,89.8,Media,0,Alto riesgo
8.0,86.5,,Media,0,Sin riesgo
8.9,-25.0,44.0,Alta,2,Sin riesgo
9.1,94.3,100.0,Media,1,Sin riesgo
150.0,69.2,68.2,Media,0,Alto riesgo
7.0,71.1,74.9,Media,0,Medio riesgo
9.5,87.0,97.1,Alta,0,Sin riesgo
10.0,82.0,84.4,Alta,1,Sin riesgo
6.8,68.3,,Media,0,Alto riesgo
8.1,86.4,94.8,Alta,0,Sin riesgo
7.4,96.5,81.7,Media,0,Medio riesgo
5.7,67.2,73.7,Media,1,Alto riesgo
10.0,88.4,100.0,Media,0,Sin riesgo
6.4,70.3,69.5,Alta,1,Medio riesgo
6.5,82.1,83.2,Desconocido_X99,1,Medio riesgo
8.0,78.3,96.3,Media,0,Sin riesgo
9.4,88.9,85.0,Baja,0,Sin riesgo
9.0,82.3,61.9,Desconocido_X99,0,Sin riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
10.0,95.3,96.5,Alta,0,Sin riesgo
8.6,93.8,100.0,Baja,1,Sin riesgo
6.3,82.0,,Alta,0,Medio riesgo
10.0,100.0,95.4,Alta,0,Sin riesgo
7.0,79.0,98.4,Alta,0,Medio riesgo
10.0,80.8,80.6,Baja,0,Sin riesgo
,57.1,58.1,Baja,0,Alto riesgo
4.3,62.1,49.9,Media,0,Alto riesgo
8.1,100.0,100.0,Media,0,Sin riesgo
3.8,67.1,60.1,Baja,1,Alto riesgo
7.8,89.7,94.4,Alta,0,Medio riesgo
5.2,52.7,61.3,Media,0,Alto riesgo
7.0,95.5,72.7,Alta,0,Medio riesgo
4.7,62.0,75.8,Media,0,Alto riesgo
,95.6,100.0,Alta,0,Medio riesgo
5.3,46.2,44.5,Desconocido_X99,1,Alto riesgo
6.7,-25.0,77.3,Alta,1,Medio riesgo
7.0,69.8,83.3,Media,0,Alto riesgo
7.7,59.1,76.8,Baja,1,Alto riesgo
,84.6,77.0,Alta,0,Medio riesgo
8.5,85.3,77.3,Alta,1,Sin riesgo
5.3,56.9,45.8,Alta,0,Alto riesgo
4.9,58.8,48.1,Media,0,Alto riesgo
6.9,72.9,65.0,Media,0,Medio riesgo
8.1,-25.0,65.6,Media,0,Sin riesgo
6.4,73.8,60.3,Media,0,Medio riesgo
10.0,89.8,100.0,Media,1,Sin riesgo
7.1,86.6,80.5,Media,3,Medio riesgo
9.8,100.0,100.0,Baja,0,Sin riesgo
9.6,91.0,87.0,Alta,2,Sin riesgo
,86.3,87.5,Alta,1,Sin riesgo
9.7,84.6,91.5,Baja,3,Sin riesgo
7.9,80.8,85.9,Alta,0,Medio riesgo
6.0,70.2,68.8,Media,0,Alto riesgo
8.5,91.5,97.1,Media,2,Sin riesgo
10.0,98.3,100.0,Media,0,Sin riesgo
8.6,88.9,,Alta,0,Sin riesgo
10.0,100.0,87.6,Alta,2,Sin riesgo
6.9,70.8,76.6,Media,1,Medio riesgo
7.8,81.2,72.5,Alta,1,Medio riesgo
4.2,73.5,77.8,Alta,0,Alto riesgo
7.4,96.7,100.0,Media,0,Medio riesgo
8.8,100.0,100.0,Media,1,Sin riesgo
7.0,79.8,82.8,Alta,0,Medio riesgo
6.2,42.1,34.7,Media,0,Alto riesgo
150.0,86.3,62.7,Media,2,Sin riesgo
9.9,81.3,,Media,0,Sin riesgo
,99.0,100.0,Baja,0,Sin riesgo
10.0,99.9,87.5,Baja,0,Sin riesgo
8.6,-25.0,89.7,Media,1,Sin riesgo
10.0,93.4,100.0,Media,0,Sin riesgo
4.8,69.9,55.1,Alta,0,Alto riesgo
,96.8,100.0,Media,0,Sin riesgo
9.3,75.2,89.3,Baja,1,Sin riesgo
4.0,60.4,61.5,Baja,0,Alto riesgo
8.9,66.8,52.8,Media,1,Alto riesgo
6.4,70.7,61.2,Alta,1,Medio riesgo
8.7,78.8,98.9,Alta,0,Sin riesgo
7.9,93.9,96.7,Media,1,Medio riesgo
8.3,69.5,71.0,Media,1,Alto riesgo
9.3,100.0,91.7,Media,0,Sin riesgo
8.2,76.8,71.8,Alta,0,Sin riesgo
5.7,52.6,41.8,Media,0,Alto riesgo
10.0,75.9,100.0,Media,0,Sin riesgo
7.5,86.4,97.1,Media,0,Medio riesgo
8.9,66.6,54.1,Media,0,Alto riesgo
5.5,65.7,53.7,Media,0,Alto riesgo
8.9,74.2,66.6,Alta,0,Sin riesgo
8.0,-25.0,98.4,Baja,0,Medio riesgo
6.5,74.4,75.1,Baja,0,Medio riesgo
7.5,80.5,61.6,Alta,1,Medio riesgo
7.7,66.6,54.7,Media,0,Alto riesgo
9.0,83.0,91.3,Media,0,Sin riesgo
6.9,100.0,100.0,Media,0,Medio riesgo
,77.7,83.6,Media,0,Medio riesgo
4.1,63.5,54.7,Baja,1,Alto riesgo
10.0,79.9,92.1,Baja,1,Sin riesgo
9.5,99.7,93.7,Media,0,Sin riesgo
6.8,78.6,79.7,Media,1,Medio riesgo
9.8,80.9,97.7,Media,0,Sin riesgo
3.4,62.8,48.6,Media,1,Alto riesgo
6.2,74.2,87.8,Alta,0,Medio riesgo
10.0,88.7,84.4,Baja,0,Sin riesgo
9.2,100.0,100.0,Alta,1,Sin riesgo
8.6,87.0,93.8,Alta,0,Sin riesgo
,72.2,63.6,Alta,0,Medio riesgo
150.0,90.9,81.1,Alta,0,Sin riesgo
8.8,77.1,84.6,Media,0,Sin riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
10.0,99.9,85.6,Media,1,Sin riesgo
9.5,80.8,55.5,Media,0,Sin riesgo
10.0,99.5,100.0,Baja,2,Sin riesgo
,73.2,72.4,Media,0,Alto riesgo
10.0,100.0,85.1,Desconocido_X99,0,Sin riesgo
5.8,62.3,55.2,Media,0,Alto riesgo
5.8,80.5,100.0,Media,0,Alto riesgo
7.7,83.1,80.6,Media,1,Medio riesgo
9.0,91.7,93.2,Media,3,Sin riesgo
9.0,79.9,97.5,Media,0,Sin riesgo
8.2,95.4,100.0,Alta,0,Sin riesgo
8.5,91.9,86.0,Alta,0,Sin riesgo
5.9,58.6,74.4,Media,0,Alto riesgo
5.2,53.2,65.6,Alta,0,Alto riesgo
5.2,68.0,67.9,Media,1,Alto riesgo
9.3,77.9,76.6,Media,0,Sin riesgo
7.7,76.8,85.4,Media,2,Medio riesgo
150.0,66.5,88.2,Media,0,Alto riesgo
5.8,-25.0,82.2,Alta,1,Alto riesgo
9.4,90.9,100.0,Baja,0,Sin riesgo
7.1,55.1,61.9,Media,2,Alto riesgo
10.0,72.6,74.8,Alta,0,Sin riesgo
10.0,86.6,89.9,Media,0,Sin riesgo
4.8,73.5,78.7,Baja,2,Alto riesgo
8.5,100.0,95.0,Media,0,Sin riesgo
9.2,80.5,84.0,Media,0,Sin riesgo
8.1,78.1,,Media,2,Sin riesgo
4.6,77.1,,Media,1,Alto riesgo
3.4,49.4,69.4,Media,0,Alto riesgo
7.1,98.9,92.3,Media,1,Medio riesgo
9.9,100.0,100.0,Baja,1,Sin riesgo
6.9,-25.0,74.8,Alta,0,Medio riesgo
9.7,94.9,100.0,Media,0,Sin riesgo
9.1,90.6,81.2,Baja,0,Sin riesgo
3.0,58.2,63.1,Media,0,Alto riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
7.3,66.5,64.3,Media,2,Alto riesgo
6.6,90.2,96.0,Alta,3,Medio riesgo
10.0,100.0,82.3,Media,1,Sin riesgo
2.9,57.0,58.1,Media,0,Alto riesgo
7.3,71.8,57.5,Alta,1,Medio riesgo
7.0,90.7,,Alta,0,Medio riesgo
8.4,78.5,77.3,Baja,0,Sin riesgo
6.8,65.6,46.8,Baja,0,Alto riesgo
8.2,68.7,59.8,Media,0,Alto riesgo
7.7,83.1,92.1,Media,0,Medio riesgo
8.7,92.0,93.3,Media,2,Sin riesgo
7.2,68.9,,Baja,1,Alto riesgo
8.7,77.1,78.8,Alta,0,Sin riesgo
8.7,72.8,73.2,Alta,2,Sin riesgo
150.0,74.9,70.7,Media,0,Medio riesgo
10.0,92.7,99.5,Media,0,Sin riesgo
6.6,-25.0,65.2,Media,0,Medio riesgo
6.3,93.4,100.0,Alta,1,Medio riesgo
9.4,95.8,98.8,Alta,0,Sin riesgo
4.6,48.5,,Media,0,Alto riesgo
5.9,86.1,93.9,Alta,0,Alto riesgo
7.7,98.5,100.0,Baja,0,Medio riesgo
150.0,94.4,70.2,Baja,0,Sin riesgo
4.6,68.9,82.0,Media,1,Alto riesgo
6.8,84.6,97.0,Alta,1,Medio riesgo
9.2,97.1,100.0,Alta,1,Sin riesgo
4.8,74.0,78.4,Alta,0,Alto riesgo
4.8,69.2,68.0,Alta,1,Alto riesgo
10.0,92.5,88.0,Media,1,Sin riesgo
8.8,75.4,70.7,Media,0,Sin riesgo
10.0,100.0,,Media,0,Sin riesgo
5.4,70.3,92.4,Alta,0,Alto riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
5.0,85.4,79.6,Media,0,Alto riesgo
6.4,61.0,37.8,Alta,0,Alto riesgo
7.5,79.3,,Media,0,Medio riesgo
9.5,91.8,97.8,Media,3,Sin riesgo
4.1,52.1,49.4,Desconocido_X99,0,Alto riesgo
9.3,73.3,91.8,Alta,2,Sin riesgo
8.3,91.1,79.5,Media,0,Sin riesgo
3.1,50.6,37.9,Baja,0,Alto riesgo
6.4,84.2,,Baja,0,Medio riesgo
8.4,58.5,56.8,Alta,0,Alto riesgo
9.4,85.5,81.9,Media,0,Sin riesgo
8.9,85.4,85.0,Alta,0,Sin riesgo
5.4,72.4,55.5,Media,0,Alto riesgo
7.1,61.0,46.4,Alta,1,Alto riesgo
6.4,60.0,53.0,Media,0,Alto riesgo
,93.6,93.2,Baja,1,Sin riesgo
6.7,78.3,76.2,Media,0,Medio riesgo
8.5,93.0,,Alta,0,Sin riesgo
8.8,-25.0,100.0,Media,0,Sin riesgo
4.7,62.8,59.0,Alta,1,Alto riesgo
9.3,100.0,85.9,Alta,2,Sin riesgo
,84.7,94.7,Baja,0,Sin riesgo
8.9,72.1,71.1,Media,1,Sin riesgo
150.0,64.9,54.7,Media,0,Alto riesgo
6.0,83.5,73.7,Media,2,Alto riesgo
5.9,67.9,82.1,Media,0,Alto riesgo
8.8,100.0,92.3,Baja,1,Sin riesgo
8.8,-25.0,61.2,Baja,0,Alto riesgo
4.2,53.6,50.1,Alta,0,Alto riesgo
10.0,81.2,78.1,Media,0,Sin riesgo
9.2,87.9,84.2,Media,1,Sin riesgo
10.0,77.7,75.6,Media,3,Sin riesgo
4.6,75.6,97.5,Alta,0,Alto riesgo
7.3,73.6,75.6,Media,0,Medio riesgo
8.7,87.3,100.0,Media,0,Sin riesgo
6.0,83.8,71.3,Baja,0,Medio riesgo
7.1,84.6,85.7,Media,0,Medio riesgo
8.6,90.8,84.1,Media,2,Sin riesgo
8.6,91.7,97.4,Alta,0,Sin riesgo
6.0,60.3,65.3,Media,0,Alto riesgo
7.3,59.9,59.4,Alta,0,Alto riesgo
10.0,94.2,95.1,Media,1,Sin riesgo
6.3,81.5,80.5,Media,0,Medio riesgo
7.5,72.6,78.2,Alta,0,Medio riesgo
4.7,84.8,77.3,Media,0,Alto riesgo
8.2,83.9,91.7,Desconocido_X99,0,Sin riesgo
5.5,63.2,63.4,Baja,1,Alto riesgo
9.5,100.0,100.0,Media,2,Sin riesgo
10.0,89.8,90.3,Baja,0,Sin riesgo
7.6,79.6,84.7,Media,0,Medio riesgo
9.2,84.7,93.9,Baja,0,Sin riesgo
6.2,75.0,64.6,Alta,1,Medio riesgo
6.6,-25.0,56.9,Media,1,Alto riesgo
,71.0,74.0,Media,0,Medio riesgo
7.8,-25.0,95.3,Alta,1,Medio riesgo
150.0,87.8,97.4,Baja,0,Sin riesgo
10.0,92.5,100.0,Alta,0,Sin riesgo
3.8,56.7,40.0,Media,1,Alto riesgo
6.8,77.5,86.6,Alta,0,Medio riesgo
150.0,76.7,74.6,Media,2,Medio riesgo
5.8,72.0,71.4,Media,0,Alto riesgo
,88.2,86.7,Media,0,Sin riesgo
7.8,71.8,67.6,Desconocido_X99,1,Medio riesgo
6.0,79.5,66.0,Baja,0,Medio riesgo
9.5,83.4,81.9,Baja,0,Sin riesgo
9.5,85.5,86.8,Alta,0,Sin riesgo
7.6,82.2,77.3,Baja,0,Medio riesgo
10.0,85.6,,Media,2,Sin riesgo
5.5,-25.0,75.5,Alta,0,Alto riesgo
8.2,76.3,74.4,Media,1,Sin riesgo
4.9,66.3,77.2,Baja,0,Alto riesgo
9.6,75.6,72.1,Media,0,Sin riesgo
7.2,63.7,65.5,Alta,0,Alto riesgo
9.7,100.0,100.0,Desconocido_X99,0,Sin riesgo
10.0,92.9,100.0,Baja,1,Sin riesgo
7.0,65.4,,Alta,0,Alto riesgo
10.0,99.9,100.0,Baja,1,Sin riesgo
7.9,77.9,86.7,Media,1,Medio riesgo
8.8,88.2,87.9,Baja,2,Sin riesgo
5.7,69.3,64.9,Baja,0,Alto riesgo
6.1,75.8,64.8,Alta,0,Medio riesgo
10.0,86.9,85.5,Media,1,Sin riesgo
6.1,85.0,64.7,Media,1,Medio riesgo
4.4,68.4,,Alta,1,Alto riesgo
7.9,58.1,64.0,Media,0,Alto riesgo
,75.8,53.6,Media,1,Medio riesgo
8.1,99.1,100.0,Media,1,Sin riesgo
7.8,76.6,87.1,Alta,0,Medio riesgo
5.0,71.4,79.1,Alta,1,Alto riesgo
9.7,87.4,93.8,Media,0,Sin riesgo
10.0,90.1,84.6,Media,0,Sin riesgo
5.7,82.0,82.1,Media,0,Alto riesgo
7.4,61.3,67.1,Media,1,Alto riesgo
1.5,57.4,45.6,Baja,1,Alto riesgo
8.7,100.0,100.0,Alta,0,Sin riesgo
3.1,55.4,67.3,Baja,0,Alto riesgo
8.5,77.0,81.6,Media,0,Sin riesgo
9.6,72.5,69.8,Alta,1,Sin riesgo
150.0,77.0,77.0,Media,0,Sin riesgo
10.0,86.1,92.2,Media,1,Sin riesgo
8.0,98.3,100.0,Desconocido_X99,0,Medio riesgo
6.0,70.5,44.4,Alta,1,Alto riesgo
7.6,82.0,74.9,Desconocido_X99,1,Medio riesgo
7.9,93.5,89.2,Alta,0,Medio riesgo
7.2,79.2,85.4,Media,1,Medio riesgo
10.0,86.8,77.9,Alta,1,Sin riesgo
6.5,67.1,69.1,Media,1,Alto riesgo
9.5,91.3,,Baja,0,Sin riesgo
6.2,67.1,79.4,Media,2,Alto riesgo
6.3,74.1,99.2,Media,0,Medio riesgo
8.9,93.0,98.4,Baja,2,Sin riesgo
6.0,64.5,47.8,Media,0,Alto riesgo
7.4,69.6,76.1,Media,1,Alto riesgo
10.0,100.0,100.0,Media,1,Sin riesgo
8.9,71.4,73.0,Baja,0,Sin riesgo
150.0,89.9,76.1,Alta,1,Sin riesgo
6.1,65.1,50.8,Desconocido_X99,0,Alto riesgo
9.0,88.2,86.3,Media,0,Sin riesgo
10.0,-25.0,100.0,Media,0,Sin riesgo
8.4,81.1,91.5,Media,1,Sin riesgo
6.6,89.5,81.8,Baja,0,Medio riesgo
8.2,89.2,81.5,Baja,1,Sin riesgo
10.0,91.0,100.0,Media,1,Sin riesgo
8.5,83.5,,Alta,2,Sin riesgo
7.6,94.8,100.0,Media,0,Medio riesgo
8.6,97.8,94.2,Baja,1,Sin riesgo
6.6,59.3,64.0,Baja,0,Alto riesgo
4.3,66.4,64.0,Baja,2,Alto riesgo
10.0,100.0,95.8,Media,0,Sin riesgo
10.0,93.1,100.0,Media,0,Sin riesgo
8.0,57.5,52.7,Media,1,Alto riesgo
6.6,80.7,75.9,Media,0,Medio riesgo
,42.9,46.1,Baja,1,Alto riesgo
10.0,94.8,84.3,Media,0,Sin riesgo
6.5,72.2,68.9,Alta,0,Medio riesgo
10.0,89.3,86.2,Desconocido_X99,2,Sin riesgo
7.6,56.3,61.5,Media,0,Alto riesgo
8.6,79.1,83.6,Alta,0,Sin riesgo
150.0,81.1,85.9,Media,0,Sin riesgo
9.1,78.9,86.1,Baja,0,Sin riesgo
5.0,62.4,56.0,Media,0,Alto riesgo
6.0,79.7,56.1,Media,0,Medio riesgo
8.0,70.4,54.3,Alta,0,Sin riesgo
9.6,83.9,84.9,Alta,0,Sin riesgo
10.0,98.1,100.0,Media,0,Sin riesgo
,73.4,59.7,Media,0,Sin riesgo
3.2,74.9,75.7,Media,0,Alto riesgo
9.2,77.7,63.2,Media,1,Sin riesgo
6.6,63.1,72.0,Media,0,Alto riesgo
10.0,87.8,72.4,Media,1,Sin riesgo
10.0,86.9,98.4,Baja,0,Sin riesgo
10.0,92.7,90.6,Media,0,Sin riesgo
8.2,87.8,78.7,Media,0,Sin riesgo
9.2,90.0,94.3,Media,1,Sin riesgo
5.6,66.6,49.9,Media,0,Alto riesgo
7.6,73.4,66.9,Alta,1,Medio riesgo
8.6,58.3,61.7,Media,0,Alto riesgo
8.4,85.1,87.2,Media,0,Sin riesgo
8.1,69.4,71.6,Media,0,Alto riesgo
10.0,97.8,100.0,Alta,0,Sin riesgo
4.9,56.7,59.0,Alta,0,Alto riesgo
8.3,89.8,100.0,Media,0,Sin riesgo
7.3,68.3,,Alta,0,Alto riesgo
10.0,96.0,,Media,1,Sin riesgo
4.7,68.9,66.5,Media,2,Alto riesgo
10.0,90.9,96.4,Alta,1,Sin riesgo
8.0,79.0,78.4,Baja,0,Medio riesgo
7.1,79.2,79.0,Alta,2,Medio riesgo
5.6,60.2,74.4,Baja,0,Alto riesgo
10.0,100.0,100.0,Media,1,Sin riesgo
10.0,100.0,,Baja,1,Sin riesgo
6.5,61.8,65.1,Media,0,Alto riesgo
5.6,73.6,,Media,0,Alto riesgo
9.4,81.7,74.0,Media,1,Sin riesgo
150.0,98.3,100.0,Media,1,Sin riesgo
7.3,88.8,81.7,Media,1,Medio riesgo
8.3,89.1,75.5,Media,0,Sin riesgo
8.1,97.4,100.0,Baja,1,Sin riesgo
9.6,81.3,92.1,Media,0,Sin riesgo
8.6,73.5,72.9,Media,1,Sin riesgo
150.0,66.0,69.2,Alta,1,Alto riesgo
7.4,66.8,59.0,Baja,1,Alto riesgo
6.6,58.9,52.7,Baja,1,Alto riesgo
7.4,70.2,66.7,Alta,0,Medio riesgo
10.0,87.0,77.7,Media,3,Sin riesgo
6.2,61.4,60.1,Alta,0,Alto riesgo
7.8,89.0,97.1,Alta,0,Medio riesgo
10.0,-25.0,74.9,Alta,0,Sin riesgo
6.6,89.0,91.2,Baja,0,Medio riesgo
9.9,81.2,79.0,Media,1,Sin riesgo
10.0,94.8,90.0,Media,1,Sin riesgo
7.7,73.9,67.9,Baja,1,Medio riesgo
5.0,43.6,56.8,Desconocido_X99,0,Alto riesgo
10.0,72.5,44.9,Media,0,Sin riesgo
7.1,67.3,72.3,Media,1,Alto riesgo
6.5,83.1,,Baja,0,Medio riesgo
150.0,88.7,100.0,Alta,2,Sin riesgo
5.6,73.5,68.6,Baja,1,Alto riesgo
7.0,74.3,64.0,Media,1,Medio riesgo
6.1,80.7,82.9,Media,0,Medio riesgo
6.1,70.2,70.0,Media,2,Medio riesgo
9.7,90.1,81.3,Media,1,Sin riesgo
9.3,92.9,92.1,Media,1,Sin riesgo
10.0,95.5,,Media,0,Sin riesgo
8.2,90.5,82.1,Alta,3,Sin riesgo
9.7,95.7,90.9,Media,0,Sin riesgo
8.9,85.2,85.7,Alta,1,Sin riesgo
4.6,76.6,91.9,Alta,0,Alto riesgo
10.0,96.6,100.0,Media,0,Sin riesgo
10.0,92.6,98.7,Alta,0,Sin riesgo
6.6,68.6,83.0,Media,1,Alto riesgo
8.5,100.0,100.0,Alta,0,Sin riesgo
8.3,92.6,,Baja,0,Sin riesgo
8.5,89.7,94.2,Baja,1,Sin riesgo
9.4,99.5,100.0,Media,0,Sin riesgo
9.7,90.0,93.0,Media,1,Sin riesgo
10.0,90.0,89.6,Baja,0,Sin riesgo
,61.6,65.6,Alta,0,Alto riesgo
8.1,76.3,96.9,Media,0,Sin riesgo
10.0,95.3,77.8,Alta,0,Sin riesgo
5.6,58.9,74.6,Media,2,Alto riesgo
7.7,69.0,79.3,Media,0,Alto riesgo
9.0,-25.0,74.2,Baja,1,Sin riesgo
7.1,58.1,64.2,Baja,1,Alto riesgo
8.0,73.3,46.0,Media,0,Medio riesgo
8.3,82.8,79.3,Alta,0,Sin riesgo
8.5,75.3,76.9,Media,1,Sin riesgo
6.4,61.2,68.0,Media,1,Alto riesgo
6.3,93.1,90.3,Media,0,Medio riesgo
5.7,79.3,89.0,Media,0,Alto riesgo
3.2,51.0,41.9,Media,0,Alto riesgo
4.9,63.5,69.6,Media,0,Alto riesgo
10.0,92.0,77.6,Alta,0,Sin riesgo
6.6,60.9,67.4,Media,0,Alto riesgo
7.1,66.5,69.9,Alta,0,Alto riesgo
8.1,-25.0,59.4,Baja,0,Sin riesgo
6.0,74.7,,Media,1,Medio riesgo
4.0,51.1,67.6,Media,1,Alto riesgo
8.0,80.2,71.5,Media,0,Medio riesgo
9.6,98.2,100.0,Media,0,Sin riesgo
10.0,80.8,67.9,Media,0,Sin riesgo
6.7,76.0,,Media,0,Medio riesgo
6.6,71.8,79.4,Baja,0,Medio riesgo
7.6,80.5,94.1,Media,1,Medio riesgo
10.0,85.8,75.2,Media,0,Sin riesgo
9.5,80.9,93.1,Alta,2,Sin riesgo
8.7,85.9,97.3,Alta,0,Sin riesgo
7.4,73.6,79.5,Alta,0,Medio riesgo
6.5,72.1,79.3,Alta,0,Medio riesgo
9.4,75.0,69.2,Baja,0,Sin riesgo
8.1,81.5,94.2,Alta,2,Sin riesgo
4.7,57.1,54.6,Baja,1,Alto riesgo
150.0,89.1,88.9,Media,1,Sin riesgo
7.7,69.2,64.7,Alta,1,Alto riesgo
150.0,100.0,99.2,Baja,0,Medio riesgo
10.0,90.0,93.9,Media,1,Sin riesgo
9.5,77.0,49.3,Baja,0,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
9.7,100.0,,Alta,0,Sin riesgo
6.8,90.2,85.8,Desconocido_X99,1,Medio riesgo
10.0,97.5,98.0,Desconocido_X99,2,Sin riesgo
7.2,78.2,80.8,Alta,1,Medio riesgo
7.2,73.4,66.1,Media,0,Medio riesgo
6.3,60.7,61.5,Media,0,Alto riesgo
8.4,91.6,92.3,Media,0,Sin riesgo
8.3,79.7,83.4,Media,0,Sin riesgo
9.2,77.6,70.9,Media,0,Sin riesgo
8.9,100.0,,Baja,0,Sin riesgo
7.9,75.3,57.7,Media,1,Medio riesgo
6.7,94.1,87.5,Alta,1,Medio riesgo
,80.2,90.5,Baja,0,Sin riesgo
10.0,99.7,98.6,Alta,1,Sin riesgo
7.3,83.4,100.0,Alta,0,Medio riesgo
8.0,64.4,65.0,Alta,0,Alto riesgo
9.7,85.5,79.2,Media,0,Sin riesgo
6.9,78.5,92.2,Alta,1,Medio riesgo
10.0,100.0,100.0,Baja,2,Sin riesgo
7.3,70.1,91.7,Media,1,Medio riesgo
7.8,92.3,93.0,Alta,0,Medio riesgo
5.6,70.6,72.2,Media,0,Alto riesgo
,62.4,58.4,Baja,0,Alto riesgo
4.9,56.5,73.3,Baja,0,Alto riesgo
6.2,69.7,78.6,Media,0,Alto riesgo
5.0,74.0,82.8,Baja,1,Alto riesgo
10.0,100.0,98.8,Alta,0,Sin riesgo
7.2,72.0,69.5,Alta,0,Medio riesgo
5.6,52.1,61.2,Alta,3,Alto riesgo
8.7,85.0,83.5,Alta,1,Sin riesgo
5.6,67.4,70.7,Media,0,Alto riesgo
10.0,86.3,82.6,Media,1,Sin riesgo
9.8,81.8,93.5,Alta,0,Sin riesgo
7.1,71.0,92.0,Media,0,Medio riesgo
150.0,78.2,70.5,Baja,0,Sin riesgo
9.1,74.2,,Media,0,Sin riesgo
8.0,84.7,66.5,Media,0,Sin riesgo
